park_name,state,region,trail_name,distance_miles,elevation_gain_ft,difficulty,latitude,longitude
Big Bend National Park,Texas,South,Dominguez Spring Trail,13.5,1213,Moderate,29.04482,-103.27968
Big Bend National Park,Texas,South,Dorgan Sublett Trail,0.8,59,Easy,29.15411,-103.57976
Big Bend National Park,Texas,South,Elephant Tusk Trail,18.4,2906,Hard,29.12686,-103.207
Big Bend National Park,Texas,South,Emory Peak - Northeast Rim - South Rim Loop,17.1,3681,Expert,29.27465,-103.30115
Big Bend National Park,Texas,South,Emory Peak Loop via Pinnacles & Laguna Meadow,10.8,2680,Hard,29.27048,-103.30166
Big Bend National Park,Texas,South,Emory Peak Trail,8.5,2401,Hard,29.27022,-103.301
Big Bend National Park,Texas,South,Ernst Tinaja Trail,1.9,131,Easy,29.25105,-103.02342
Big Bend National Park,Texas,South,Estufa Canyon to Banta Shut-In,14.7,1217,Hard,29.31001,-103.16408
Big Bend National Park,Texas,South,Fossil Bone Exhibit Trail,0.2,9,Easy,29.41904,-103.13755
Big Bend National Park,Texas,South,Glenn Spring OHV Trail,25.1,853,Moderate,29.27066,-103.15091
Big Bend National Park,Texas,South,Glenn Springs Trail,0.5,29,Easy,29.17311,-103.15504
Big Bend National Park,Texas,South,Homer Wilson Trail,0.7,68,Easy,29.21659,-103.3694
Big Bend National Park,Texas,South,Hot Springs Canyon Trail,5.5,921,Moderate,29.18655,-102.97276
Big Bend National Park,Texas,South,Indian Head Trail,1.9,95,Easy,29.33277,-103.50682
Big Bend National Park,Texas,South,Juniper Canyon Trail,12.5,3730,Hard,29.22393,-103.24117
Big Bend National Park,Texas,South,Laguna Meadow Trail,7.8,1755,Moderate,29.27064,-103.30095
Big Bend National Park,Texas,South,Lost Mine Trail,4.2,1099,Moderate,29.2744,-103.28635
Big Bend National Park,Texas,South,Lower Burro Mesa Pouroff Trail,1.0,144,Easy,29.23407,-103.40705
Big Bend National Park,Texas,South,Mariscal Canyon Rim Trail,12.0,2417,Moderate,28.98851,-103.18435
Big Bend National Park,Texas,South,Marufo Vega Trail,13.5,2660,Hard,29.19944,-102.92812
Big Bend National Park,Texas,South,Mesa De Anguila Trail,5.7,944,Hard,29.2586,-103.76744
Big Bend National Park,Texas,South,Mule Ear Spring,3.9,410,Easy,29.16661,-103.4351
Big Bend National Park,Texas,South,Mule Ears - Smoky Creek Trail,7.0,951,Moderate,29.16633,-103.43552
Big Bend National Park,Texas,South,Oak Spring Trail,4.3,1272,Moderate,29.28289,-103.35014
Big Bend National Park,Texas,South,Old Maverick OHV Route,12.6,193,Easy,29.29385,-103.49492
Big Bend National Park,Texas,South,Old Ore OHV Road,26.5,1115,Moderate,29.48783,-103.09819
Big Bend National Park,Texas,South,Ore Terminal Trail,8.5,1286,Hard,29.19937,-102.92809
Big Bend National Park,Texas,South,Outer Mountain Loop,24.1,5708,Hard,29.2164,-103.36906
Big Bend National Park,Texas,South,Paint Gap Road,7.6,390,Easy,29.3585,-103.2919
Big Bend National Park,Texas,South,Panther Path,0.1,3,Easy,29.3282,-103.20606
Big Bend National Park,Texas,South,Persimmon Gap Draw,1.8,295,Moderate,29.66011,-103.1735
Big Bend National Park,Texas,South,Pine Canyon Trail,4.3,1000,Moderate,29.26699,-103.22779
Big Bend National Park,Texas,South,Pinnacles Trail,8.0,1965,Hard,29.27019,-103.30096
Big Bend National Park,Texas,South,Rancherias Canyon,11.0,1282,Moderate,29.33275,-104.04834
Big Bend National Park,Texas,South,Rio Grande Overlook,0.2,0,Easy,29.20147,-102.97495
Big Bend National Park,Texas,South,Rio Grande Village Drive,20.3,416,Easy,29.32833,-103.20585
Big Bend National Park,Texas,South,Rio Grande Village Nature Trail,1.0,121,Easy,29.17926,-102.9544
Big Bend National Park,Texas,South,River Road OHV Trail,78.2,2867,Moderate,29.14732,-103.49104
Big Bend National Park,Texas,South,Rooney's Place trail,0.7,6,Easy,29.09906,-103.07076
Big Bend National Park,Texas,South,Ross Maxwell Scenic Drive,30.9,1725,Easy,29.32203,-103.38324
Big Bend National Park,Texas,South,Sam Nail Ranch Trail,0.3,29,Easy,29.2793,-103.36866
Big Bend National Park,Texas,South,Santa Elena Canyon Trail,1.5,610,Easy,29.16735,-103.6105
Big Bend National Park,Texas,South,South Rim Trail - Boot Springs Trail,11.0,2329,Hard,29.26998,-103.30112
Big Bend National Park,Texas,South,Strawhouse Trail,7.0,629,Easy,29.19918,-102.92793
Big Bend National Park,Texas,South,Terlingua Abaja Trail,0.8,91,Easy,29.19795,-103.60364
Big Bend National Park,Texas,South,The River Road OHV Trail,50.7,2234,Moderate,29.19042,-103.01584
Big Bend National Park,Texas,South,The River Road: Lajitas to Presidio,66.4,3861,Easy,29.32949,-103.53488
Big Bend National Park,Texas,South,The Window Trail,5.2,948,Moderate,29.27021,-103.30106
Big Bend National Park,Texas,South,Tuff Canyon Trail,1.0,98,Easy,29.14949,-103.48735
Big Bend National Park,Texas,South,Upper Burro Mesa Pouroff,3.7,501,Easy,29.22948,-103.37776
Big Bend National Park,Texas,South,Ward Spring Trail,2.8,492,Moderate,29.24867,-103.37223
Big Bend National Park,Texas,South,Window View Trail,0.3,13,Easy,29.27017,-103.301
Biscayne National Park,Florida,South,Biscayne National Park Walk,9.9,3,Easy,25.53849,-80.33091
Biscayne National Park,Florida,South,Black Creek Canal Trail,1.7,3,Easy,25.54017,-80.32772
Biscayne National Park,Florida,South,Boca Chita Trail,0.8,3,Easy,25.52443,-80.17485
Biscayne National Park,Florida,South,Jetty Trail,0.9,0,Easy,25.46415,-80.3356
Black Canyon of the Gunnison National Park,Colorado,Central,Cedar Point Nature Trail,0.3,16,Moderate,38.57637,-107.7206
Black Canyon of the Gunnison National Park,Colorado,Central,Chasm View Nature Trail,0.6,108,Easy,38.58485,-107.70896
Black Canyon of the Gunnison National Park,Colorado,Central,Chasm View South Rim Lookout Trail,0.1,0,Easy,38.58116,-107.71483
Black Canyon of the Gunnison National Park,Colorado,Central,Cross Fissures Trail,0.3,114,Easy,38.5705,-107.70359
Black Canyon of the Gunnison National Park,Colorado,Central,Dead Horse Trail,5.3,682,Moderate,38.56201,-107.67765
Black Canyon of the Gunnison National Park,Colorado,Central,Deadhorse Loop Trail,4.1,561,Moderate,38.56199,-107.67712
Black Canyon of the Gunnison National Park,Colorado,Central,Devils Lookout Trail,0.5,65,Easy,38.57157,-107.70827
Black Canyon of the Gunnison National Park,Colorado,Central,Dragon Point Trail,0.4,59,Easy,38.57396,-107.72309
Black Canyon of the Gunnison National Park,Colorado,Central,East Portal Trail,0.8,19,Easy,38.52786,-107.64904
Black Canyon of the Gunnison National Park,Colorado,Central,Exclamation Point,2.9,364,Easy,38.58664,-107.70502
Black Canyon of the Gunnison National Park,Colorado,Central,Green Mountain Summit Via North Vista Trail,6.5,1227,Moderate,38.58674,-107.70492
Black Canyon of the Gunnison National Park,Colorado,Central,Gunnison Point Overlook,0.2,78,Easy,38.55479,-107.68639
Black Canyon of the Gunnison National Park,Colorado,Central,Gunnison Route Trail,1.8,1781,Expert,38.55487,-107.68646
Black Canyon of the Gunnison National Park,Colorado,Central,High Point Trail,0.3,32,Moderate,38.56258,-107.74128
Black Canyon of the Gunnison National Park,Colorado,Central,Oak Flat Loop Trail,1.3,311,Moderate,38.55468,-107.68673
Black Canyon of the Gunnison National Park,Colorado,Central,Painted Wall View Trail,0.2,6,Easy,38.5805,-107.7161
Black Canyon of the Gunnison National Park,Colorado,Central,Pulpit Rock Overlook Trail,0.1,16,Easy,38.5652,-107.70037
Black Canyon of the Gunnison National Park,Colorado,Central,Rim Rock Nature Trail,1.5,187,Moderate,38.55407,-107.68605
Black Canyon of the Gunnison National Park,Colorado,Central,Rock Point Trail,0.4,22,Easy,38.57053,-107.70663
Black Canyon of the Gunnison National Park,Colorado,Central,Sunset View Trail,0.1,3,Easy,38.56876,-107.73352
Black Canyon of the Gunnison National Park,Colorado,Central,Tomichi Trail,1.3,1788,Hard,38.5504,-107.68703
Black Canyon of the Gunnison National Park,Colorado,Central,Uplands Trail,2.2,291,Easy,38.55479,-107.68667
Black Canyon of the Gunnison National Park,Colorado,Central,Warner Point Nature Trail,1.5,406,Easy,38.56251,-107.74201
Black Canyon of the Gunnison National Park,Colorado,Central,Warner Route,4.2,3034,Expert,38.56246,-107.742
Bryce Canyon National Park,Utah,Southwest,Agua Canyon Connecting Trail,3.0,1000,Moderate,37.50369,-112.26266
Bryce Canyon National Park,Utah,Southwest,Bristlecone Loop Trail,1.0,88,Easy,37.47529,-112.23953
Bryce Canyon National Park,Utah,Southwest,Bryce Canyon NP Scenic Drive,20.5,2444,Easy,37.69256,-112.15205
Bryce Canyon National Park,Utah,Southwest,Bryce Canyon Rim Trail,10.7,1587,Moderate,37.64924,-112.1472
Bryce Canyon National Park,Utah,Southwest,Bryce Point Trail,0.2,26,Easy,37.60419,-112.15679
Bryce Canyon National Park,Utah,Southwest,Bryce Transverse using Park Shuttle,5.5,1151,Moderate,37.60429,-112.15679
Bryce Canyon National Park,Utah,Southwest,Fairyland Loop Trail,7.4,1541,Moderate,37.64927,-112.14717
Bryce Canyon National Park,Utah,Southwest,Hat Shop via Under the Rim Trail,4.0,967,Moderate,37.60334,-112.15602
Bryce Canyon National Park,Utah,Southwest,Inspiration to Queens Garden using Park Shuttle,2.8,587,Moderate,37.6162,-112.17043
Bryce Canyon National Park,Utah,Southwest,"Lower, Mid, and Upper Inspiration Points",0.6,134,Easy,37.61496,-112.17074
Bryce Canyon National Park,Utah,Southwest,Mossy Cave Turret Arch and Little Windows Trail,1.0,118,Easy,37.6658,-112.11033
Bryce Canyon National Park,Utah,Southwest,Navajo Loop Trail,1.4,459,Moderate,37.62339,-112.16718
Bryce Canyon National Park,Utah,Southwest,Navajo Loop Trail to Peekaboo Loop,4.4,1348,Moderate,37.62326,-112.16703
Bryce Canyon National Park,Utah,Southwest,Navajo Loop and Queen's Garden Trail,2.6,623,Moderate,37.62328,-112.16706
Bryce Canyon National Park,Utah,Southwest,Paria View,0.3,78,Easy,37.59635,-112.16967
Bryce Canyon National Park,Utah,Southwest,Peekaboo Loop Trail,5.2,1453,Moderate,37.60483,-112.1575
Bryce Canyon National Park,Utah,Southwest,"Peekaboo Loop, Wall Street, and Rim Trails",6.5,1879,Hard,37.60337,-112.15603
Bryce Canyon National Park,Utah,Southwest,Piracy Point,0.3,59,Easy,37.5449,-112.24682
Bryce Canyon National Park,Utah,Southwest,Queen Victoria via Queen's Garden Loop,2.1,406,Easy,37.63051,-112.16459
Bryce Canyon National Park,Utah,Southwest,"Rainbow Point, Yovimpa Point, and Bristlecone Loop",1.3,121,Easy,37.47538,-112.24024
Bryce Canyon National Park,Utah,Southwest,Riggs Spring Loop Trail,8.6,1853,Hard,37.47533,-112.24028
Bryce Canyon National Park,Utah,Southwest,Sheep Creek Connector Trail,11.1,1407,Moderate,37.58756,-112.21343
Bryce Canyon National Park,Utah,Southwest,Sheep Creek and Swamp Canyon Loop,4.1,800,Moderate,37.58755,-112.21316
Bryce Canyon National Park,Utah,Southwest,Sunset Point to Sunrise Point,1.1,82,Easy,37.62341,-112.16738
Bryce Canyon National Park,Utah,Southwest,Tower Bridge Trail,3.4,826,Easy,37.63163,-112.1647
Bryce Canyon National Park,Utah,Southwest,Under the Rim Trail,22.4,4366,Hard,37.47519,-112.24008
Bryce Canyon National Park,Utah,Southwest,Under the Rim Trail: Bryce Point to Whiteman Bench,13.0,3103,Expert,37.60437,-112.15692
Bryce Canyon National Park,Utah,Southwest,Wall Street and Queens Garden Loop Trail,3.1,577,Moderate,37.63051,-112.16459
Bryce Canyon National Park,Utah,Southwest,Wall Street and Queens Garden Loop to Peekaboo Loop (Figure Eight Trail),6.3,1499,Moderate,37.62413,-112.16745
Bryce Canyon National Park,Utah,Southwest,Whiteman Bench to Mud Canyon Spring,1.7,423,Easy,37.56388,-112.23901
Bryce Canyon National Park,Utah,Southwest,Yovimpa Point,0.3,6,Easy,37.47436,-112.24033
Canyonlands National Park,Utah,Southwest,Alcove Spring Trail,10.4,1476,Hard,38.4231,-109.90878
Canyonlands National Park,Utah,Southwest,Angel Arch from Cave Spring,25.9,1364,Moderate,38.15477,-109.75403
Canyonlands National Park,Utah,Southwest,Angel Arch from Squaw Flats,26.8,2312,Hard,38.14748,-109.80273
Canyonlands National Park,Utah,Southwest,Aztec Butte Trail,1.3,219,Moderate,38.3935,-109.88194
Canyonlands National Park,Utah,Southwest,Buck Canyon Overlook,0.1,0,Easy,38.34582,-109.861
Canyonlands National Park,Utah,Southwest,Cave Spring Trail,0.6,39,Moderate,38.15722,-109.75154
Canyonlands National Park,Utah,Southwest,Chesler Park Loop,29.2,4045,Moderate,38.15014,-109.80081
Canyonlands National Park,Utah,Southwest,Chesler Park Loop Trail,11.6,1935,Moderate,38.14161,-109.82733
Canyonlands National Park,Utah,Southwest,Chesler Park Loop Trail to the Joint and Druid Arch,24.7,3612,Moderate,38.15014,-109.80086
Canyonlands National Park,Utah,Southwest,Chesler Park and Druid Arch Loop from Squaw Flat Campground,21.5,3349,Moderate,38.14281,-109.80351
Canyonlands National Park,Utah,Southwest,Chocolate Drops Trail,7.3,580,Easy,38.17149,-110.01316
Canyonlands National Park,Utah,Southwest,Colorado River Overlook OHV Trail,14.1,698,Easy,38.16871,-109.76011
Canyonlands National Park,Utah,Southwest,Colorado River and Indian Creek Scenic OHV Trail,104.0,4763,Moderate,38.16813,-109.75988
Canyonlands National Park,Utah,Southwest,Confluence Overlook Trail,11.5,1345,Moderate,38.17818,-109.81725
Canyonlands National Park,Utah,Southwest,Confluence Overlook via Elephant Hill Trail Loop,14.7,1286,Moderate,38.14152,-109.82739
Canyonlands National Park,Utah,Southwest,Cyclone Canyon Trail,13.6,935,Moderate,38.17814,-109.81738
Canyonlands National Park,Utah,Southwest,Devils Pocket Loop,10.1,1679,Moderate,38.14145,-109.82719
Canyonlands National Park,Utah,Southwest,Doll House OHV Trail via the Poison Springs Canyon Road,122.3,9327,Hard,38.14177,-110.61027
Canyonlands National Park,Utah,Southwest,Druid Arch Trail,9.5,1374,Moderate,38.14161,-109.82746
Canyonlands National Park,Utah,Southwest,Druid Arch and Chesler Park Trail,5.5,1167,Moderate,38.14184,-109.82692
Canyonlands National Park,Utah,Southwest,Druid Arch to Chesler Park,12.5,2437,Moderate,38.14161,-109.82746
Canyonlands National Park,Utah,Southwest,Druid Arch to Chesler Park Loop,13.7,2539,Moderate,38.1416,-109.82744
Canyonlands National Park,Utah,Southwest,Elephant Canyon Loop via Squaw Flat to Chesler Park to Druid Arch,15.0,2565,Moderate,38.14759,-109.80259
Canyonlands National Park,Utah,Southwest,Elephant Hill,18.2,1751,Hard,38.15025,-109.80095
Canyonlands National Park,Utah,Southwest,Elephant Hill OHV Route,20.5,1706,Moderate,38.14976,-109.799
Canyonlands National Park,Utah,Southwest,Elephant Hill Trail,6.4,728,Easy,38.14171,-109.82783
Canyonlands National Park,Utah,Southwest,"Elephant Hill, Druid Arch, and Snowflat Loop Trail",9.8,1299,Moderate,38.14296,-109.80371
Canyonlands National Park,Utah,Southwest,False Kiva Trail,1.9,449,Moderate,38.42317,-109.90864
Canyonlands National Park,Utah,Southwest,Five Faces Pictograph OHV Trail,47.8,1345,Moderate,38.16767,-109.63162
Canyonlands National Park,Utah,Southwest,Flint Trail,5.7,1062,Moderate,38.1184,-110.12769
Canyonlands National Park,Utah,Southwest,Fort Bottom Ruin Trail,3.4,646,Moderate,38.44436,-110.01786
Canyonlands National Park,Utah,Southwest,Gooseberry Trail,4.2,1548,Hard,38.32284,-109.84953
Canyonlands National Park,Utah,Southwest,Grand View Point Trail,1.8,173,Easy,38.31073,-109.85654
Canyonlands National Park,Utah,Southwest,Green River Great Overlook,0.2,6,Easy,38.37962,-109.88818
Canyonlands National Park,Utah,Southwest,Harvest Scene,9.3,1663,Hard,38.1865,-109.97438
Canyonlands National Park,Utah,Southwest,Horseshoe Canyon Trail,6.9,1338,Hard,38.47355,-110.20041
Canyonlands National Park,Utah,Southwest,"Indian Creek Scenic Byway: Monticello to Needles District, Canyonlands",40.7,2339,Easy,38.07441,-109.3509
Canyonlands National Park,Utah,Southwest,Joint Trail,4.0,528,Moderate,38.10857,-109.87145
Canyonlands National Park,Utah,Southwest,Lathrop Canyon Trail,10.6,2582,Hard,38.43366,-109.82697
Canyonlands National Park,Utah,Southwest,Lost Canyon,8.2,784,Moderate,38.14294,-109.80365
Canyonlands National Park,Utah,Southwest,Lower Red Lake Canyon Trail,21.2,3743,Expert,38.14176,-109.82737
Canyonlands National Park,Utah,Southwest,Maze Overlook Trail,8.0,964,Moderate,38.23333,-110.00344
Canyonlands National Park,Utah,Southwest,Mesa Arch Trail,0.6,62,Easy,38.38925,-109.86797
Canyonlands National Park,Utah,Southwest,Murphy Hogback Trail,5.2,239,Easy,38.32324,-109.90764
Canyonlands National Park,Utah,Southwest,Murphy Point Trail,3.4,147,Easy,38.35504,-109.8633
Canyonlands National Park,Utah,Southwest,Murphy Trail,4.1,1046,Moderate,38.35496,-109.86383000000001
Canyonlands National Park,Utah,Southwest,Murphy Trail Loop,10.1,1614,Hard,38.35497,-109.8637
Canyonlands National Park,Utah,Southwest,Murphy Wash Trail,8.3,1443,Moderate,38.35498,-109.86367
Canyonlands National Park,Utah,Southwest,Neck Spring Trail,5.3,666,Moderate,38.4523,-109.82042
Canyonlands National Park,Utah,Southwest,Needles Overlook Trail,0.2,52,Easy,38.25988,-109.69595
Canyonlands National Park,Utah,Southwest,Pothole Point Trail,0.6,39,Easy,38.17028,-109.8065
Canyonlands National Park,Utah,Southwest,Roadside Ruin Trail,0.3,3,Easy,38.16315,-109.7626
Canyonlands National Park,Utah,Southwest,Salt Creek Canyon Trail,12.6,1732,Moderate,37.94954,-109.70591
Canyonlands National Park,Utah,Southwest,Salt Creek and Horse Canyon OHV Trail,16.0,918,Moderate,38.1549,-109.75408
Canyonlands National Park,Utah,Southwest,Shafer Canyon Overlook,0.3,45,Easy,38.45249,-109.82012
Canyonlands National Park,Utah,Southwest,Shafer Trail,19.2,3116,Moderate,38.52332,-109.65446
Canyonlands National Park,Utah,Southwest,Shafer Trail,18.3,1118,Moderate,38.47124,-109.81126
Canyonlands National Park,Utah,Southwest,Shafer Trail and White Rim OHV Road,53.0,5022,Easy,38.52363,-109.65765
Canyonlands National Park,Utah,Southwest,Shafer and Lathrop Canyon OHV Trail,48.5,3900,Moderate,38.47076,-109.81133
Canyonlands National Park,Utah,Southwest,Slickrock Foot Trail,2.4,137,Moderate,38.177,-109.81459
Canyonlands National Park,Utah,Southwest,Spanish Bottom to Dollhouse Granaries,2.8,1299,Hard,38.16085,-109.92863
Canyonlands National Park,Utah,Southwest,Squaw Flat and Big Spring Canyon Loop,6.6,656,Moderate,38.14348,-109.8036
Canyonlands National Park,Utah,Southwest,"Squaw Flat, Salt Creek, Druid Hill and Elephant Hill Loop",24.3,3041,Moderate,38.14772,-109.78715
Canyonlands National Park,Utah,Southwest,Squawflat Trail to Lost Canyon Peekaboo Trail,9.6,1489,Hard,38.14299,-109.80362
Canyonlands National Park,Utah,Southwest,Syncline Loop,8.6,1630,Expert,38.42641,-109.92618
Canyonlands National Park,Utah,Southwest,Taylor Canyon Trail,10.7,1778,Moderate,38.47548,-109.99865
Canyonlands National Park,Utah,Southwest,The Great Gallery,10.6,1646,Moderate,38.49557,-110.20798
Canyonlands National Park,Utah,Southwest,Upheaval Canyon Trail,7.1,308,Moderate,38.46816,-109.99879
